               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,            0.036666,            0.021422,           0.0049887,             0.75799,             0.71744,             0.71706,             0.28464,            0.043299,            0.015413,           0.0098858,           0.0098042,           0.0098042,           0.0098042
                  32,            0.036098,            0.021461,            0.005265,             0.75297,             0.73631,               0.728,              0.2991,            0.043081,            0.015463,           0.0095447,           0.0097911,           0.0097911,           0.0097911
                  33,            0.036183,            0.021889,           0.0048746,              0.7122,             0.73007,             0.70264,              0.2962,            0.043141,            0.015366,           0.0095039,           0.0097775,           0.0097775,           0.0097775
                  34,            0.036027,            0.021116,            0.004934,             0.78762,             0.72537,              0.7437,             0.30117,            0.042551,            0.015189,           0.0091055,           0.0097635,           0.0097635,           0.0097635
                  35,            0.035706,            0.021842,            0.004829,             0.73647,             0.74791,             0.71731,              0.2883,            0.043786,            0.015403,           0.0096062,           0.0097491,           0.0097491,           0.0097491
                  36,            0.035429,            0.021513,           0.0048011,             0.75008,             0.73174,             0.72704,             0.28974,            0.043001,            0.015468,           0.0099588,           0.0097343,           0.0097343,           0.0097343
                  37,            0.035014,            0.020795,             0.00465,             0.79685,             0.73536,             0.72951,             0.28733,            0.043326,            0.015391,           0.0097003,           0.0097191,           0.0097191,           0.0097191
                  38,            0.034742,            0.021114,           0.0042522,             0.72266,             0.73023,             0.71624,             0.30097,            0.042555,             0.01555,            0.010203,           0.0097035,           0.0097035,           0.0097035
                  39,            0.034577,            0.020914,           0.0042382,             0.76029,             0.71823,             0.71932,             0.29266,            0.042829,            0.015576,            0.010332,           0.0096875,           0.0096875,           0.0096875
                  40,            0.034748,             0.02097,           0.0046202,             0.75603,             0.71065,              0.7159,             0.29165,             0.04355,            0.015687,            0.009718,            0.009671,            0.009671,            0.009671
                  41,            0.034763,            0.020901,           0.0040901,             0.76483,             0.71281,             0.72017,             0.29331,             0.04337,            0.016119,           0.0098061,           0.0096542,           0.0096542,           0.0096542
                  42,            0.034066,            0.020764,           0.0043067,             0.77341,             0.73226,             0.73121,             0.29445,            0.043385,            0.015721,           0.0088336,           0.0096369,           0.0096369,           0.0096369
                  43,            0.034032,            0.020644,           0.0045354,             0.76582,             0.74669,             0.73053,             0.29777,             0.04342,             0.01537,             0.01054,           0.0096193,           0.0096193,           0.0096193
                  44,            0.033785,            0.020832,           0.0040654,             0.76298,              0.7467,             0.72834,             0.29139,            0.043354,            0.015867,           0.0097322,           0.0096013,           0.0096013,           0.0096013
                  45,            0.033606,            0.020377,           0.0040949,             0.73329,             0.73368,             0.71414,             0.29035,            0.043819,            0.015629,           0.0099336,           0.0095828,           0.0095828,           0.0095828
                  46,            0.033403,            0.020444,            0.004039,             0.78321,             0.71024,             0.72279,             0.29538,            0.042938,            0.015709,           0.0095908,            0.009564,            0.009564,            0.009564
                  47,            0.033078,            0.020257,           0.0040434,             0.77702,             0.71859,              0.7196,             0.28616,            0.043771,            0.016005,           0.0093557,           0.0095448,           0.0095448,           0.0095448
                  48,            0.032827,            0.019808,           0.0040603,             0.76107,             0.71701,             0.71876,             0.28455,            0.043667,            0.015819,            0.010064,           0.0095252,           0.0095252,           0.0095252
                  49,            0.032423,            0.020389,           0.0040194,             0.80208,             0.71611,             0.73509,             0.30381,            0.043209,            0.015661,           0.0091411,           0.0095052,           0.0095052,           0.0095052
                  50,            0.032785,             0.01985,           0.0039645,             0.77132,              0.7267,             0.71934,             0.29468,            0.043082,            0.015925,           0.0096319,           0.0094849,           0.0094849,           0.0094849
                  51,            0.032593,            0.019925,           0.0040549,             0.76109,             0.73607,             0.71848,             0.29656,            0.043095,             0.01598,            0.010724,           0.0094641,           0.0094641,           0.0094641
                  52,            0.032194,            0.019616,           0.0038294,             0.78559,             0.73706,             0.73889,             0.30702,             0.04332,            0.015772,            0.008513,            0.009443,            0.009443,            0.009443
                  53,            0.032095,             0.01952,           0.0035385,             0.77643,               0.735,             0.72451,             0.28962,            0.043863,            0.015916,           0.0098512,           0.0094215,           0.0094215,           0.0094215
                  54,            0.031781,            0.019517,           0.0040864,             0.69634,             0.75234,             0.69945,             0.28754,            0.043754,            0.016176,            0.010226,           0.0093996,           0.0093996,           0.0093996
                  55,            0.031997,            0.019441,             0.00377,             0.74936,             0.73393,             0.70727,              0.2885,            0.044166,            0.016199,            0.010494,           0.0093773,           0.0093773,           0.0093773
                  56,            0.031987,             0.01973,           0.0038254,              0.7571,             0.74675,              0.7282,             0.29918,            0.043492,            0.016067,            0.010253,           0.0093547,           0.0093547,           0.0093547
                  57,            0.031668,            0.019761,           0.0036223,             0.75382,             0.75834,             0.72548,             0.30391,             0.04252,            0.015989,           0.0094552,           0.0093317,           0.0093317,           0.0093317
                  58,            0.031137,            0.019006,            0.003333,             0.74266,             0.74836,             0.71595,             0.29695,            0.043292,            0.016481,           0.0098335,           0.0093083,           0.0093083,           0.0093083
                  59,            0.031153,            0.019547,           0.0036913,             0.78143,             0.71195,             0.72803,             0.29741,            0.043126,            0.016263,             0.01074,           0.0092846,           0.0092846,           0.0092846
                  60,            0.030624,            0.019635,           0.0035641,             0.80385,             0.70651,             0.73677,             0.29493,            0.043554,            0.016308,            0.010072,           0.0092605,           0.0092605,           0.0092605
                  61,            0.030409,            0.019232,           0.0034574,             0.77162,             0.74631,             0.72332,             0.28623,            0.044086,            0.016385,            0.010673,           0.0092361,           0.0092361,           0.0092361
                  62,             0.03069,            0.018913,           0.0033668,             0.77161,             0.70707,             0.72106,             0.29435,            0.044064,            0.016285,           0.0094534,           0.0092113,           0.0092113,           0.0092113
                  63,            0.030057,            0.018571,           0.0037093,             0.72466,             0.73833,             0.70409,             0.28848,            0.043583,            0.016497,            0.010209,           0.0091861,           0.0091861,           0.0091861
                  64,            0.030294,             0.01856,           0.0033767,             0.75406,             0.76854,             0.73358,             0.29621,            0.043892,            0.016169,           0.0099788,           0.0091606,           0.0091606,           0.0091606
                  65,            0.029874,            0.018688,           0.0032232,             0.74843,             0.75378,             0.72908,             0.29905,            0.043371,              0.0167,           0.0090034,           0.0091348,           0.0091348,           0.0091348
                  66,            0.030059,            0.018614,           0.0031417,             0.76119,             0.77391,             0.75144,             0.30677,            0.043184,            0.016342,            0.008969,           0.0091086,           0.0091086,           0.0091086
                  67,            0.029883,            0.019012,           0.0035784,             0.71671,             0.76445,             0.71886,             0.29481,            0.043479,            0.016499,           0.0092435,           0.0090821,           0.0090821,           0.0090821
                  68,            0.029701,            0.018367,            0.002854,             0.79312,             0.73347,             0.74544,             0.30771,            0.043155,            0.016383,           0.0089395,           0.0090552,           0.0090552,           0.0090552
                  69,             0.02968,            0.018516,           0.0029842,             0.76754,             0.73255,             0.72564,             0.29669,            0.043589,             0.01641,           0.0099601,            0.009028,            0.009028,            0.009028
                  70,            0.029236,             0.01864,           0.0032181,             0.79162,             0.70823,             0.71762,             0.29849,            0.043599,            0.016661,            0.010682,           0.0090004,           0.0090004,           0.0090004
                  71,            0.029354,            0.018581,           0.0030525,             0.76452,             0.73145,             0.72634,             0.30116,             0.04305,            0.016513,            0.010481,           0.0089726,           0.0089726,           0.0089726
                  72,            0.029188,            0.018424,           0.0032061,             0.74664,             0.74261,             0.71865,             0.29507,            0.043177,            0.016405,              0.0106,           0.0089444,           0.0089444,           0.0089444
                  73,            0.029014,            0.018589,           0.0029473,             0.77039,             0.72862,             0.73149,             0.30251,            0.043275,            0.016683,            0.010254,           0.0089159,           0.0089159,           0.0089159
                  74,            0.028989,            0.018261,           0.0030011,             0.76203,             0.73358,              0.7171,             0.30244,            0.043352,            0.016796,            0.009787,            0.008887,            0.008887,            0.008887
                  75,            0.029241,            0.018527,           0.0030805,             0.76264,             0.73854,             0.72057,              0.2892,            0.043513,            0.016922,           0.0092664,           0.0088579,           0.0088579,           0.0088579
                  76,            0.028547,             0.01838,           0.0028055,             0.78034,             0.73768,              0.7414,             0.30988,            0.043499,            0.016654,           0.0091317,           0.0088284,           0.0088284,           0.0088284
                  77,            0.028496,            0.018023,           0.0029821,             0.78458,             0.71701,             0.72428,             0.29389,            0.043625,            0.017033,            0.010067,           0.0087987,           0.0087987,           0.0087987
                  78,            0.028461,            0.018153,            0.002998,             0.77349,             0.73443,              0.7445,             0.31287,            0.043035,            0.016728,             0.01026,           0.0087686,           0.0087686,           0.0087686
                  79,            0.028081,            0.017769,           0.0028328,             0.76346,             0.75917,             0.72809,              0.3033,            0.043696,            0.016854,           0.0095023,           0.0087382,           0.0087382,           0.0087382
                  80,            0.028032,            0.017752,           0.0028261,             0.74829,             0.74542,             0.73058,             0.30777,            0.043464,            0.016857,           0.0099802,           0.0087075,           0.0087075,           0.0087075
                  81,            0.027726,            0.017622,           0.0027528,             0.75113,             0.76139,             0.74118,             0.31438,            0.043077,            0.016901,            0.010598,           0.0086765,           0.0086765,           0.0086765
                  82,            0.027934,            0.017859,           0.0028062,             0.76619,             0.73249,             0.73085,             0.30245,            0.043332,            0.017233,            0.010401,           0.0086452,           0.0086452,           0.0086452
                  83,            0.027334,            0.018013,           0.0028743,             0.75943,              0.7336,             0.72605,             0.30062,            0.043837,            0.017179,           0.0099468,           0.0086137,           0.0086137,           0.0086137
                  84,            0.027926,            0.017889,           0.0028209,              0.7697,             0.73911,             0.73039,             0.30575,            0.043536,            0.017443,           0.0094823,           0.0085818,           0.0085818,           0.0085818
                  85,            0.027323,            0.017399,           0.0028821,             0.78391,               0.712,             0.73011,             0.29848,            0.043678,            0.017453,            0.010126,           0.0085497,           0.0085497,           0.0085497
                  86,            0.027444,            0.017588,           0.0028029,             0.75301,             0.73735,             0.72987,              0.3089,            0.043185,             0.01737,            0.010881,           0.0085173,           0.0085173,           0.0085173
                  87,            0.027076,            0.017216,           0.0026558,             0.73394,             0.73003,             0.71013,             0.29467,            0.043711,            0.017577,           0.0097582,           0.0084846,           0.0084846,           0.0084846
                  88,            0.026984,            0.017199,           0.0028048,             0.75539,             0.73073,             0.71946,               0.298,            0.043249,             0.01744,            0.009889,           0.0084516,           0.0084516,           0.0084516
                  89,            0.027198,            0.017073,            0.002817,             0.77449,             0.70892,             0.72436,             0.31256,            0.043283,            0.017313,            0.010512,           0.0084184,           0.0084184,           0.0084184
                  90,            0.027277,            0.017025,           0.0026762,             0.77132,             0.72718,             0.73777,              0.3055,            0.043801,            0.017461,           0.0099962,           0.0083849,           0.0083849,           0.0083849
                  91,            0.026592,            0.017581,           0.0026482,             0.78042,             0.73901,             0.74585,              0.3065,              0.0435,            0.017338,           0.0088301,           0.0083511,           0.0083511,           0.0083511
                  92,            0.027109,             0.01747,           0.0030229,             0.77225,             0.72318,             0.73518,               0.304,            0.043612,             0.01729,           0.0096752,           0.0083171,           0.0083171,           0.0083171
                  93,            0.026746,            0.017232,           0.0026158,             0.74494,             0.76233,             0.72261,             0.29758,            0.043568,            0.017381,            0.010449,           0.0082829,           0.0082829,           0.0082829
                  94,            0.026902,            0.017054,           0.0028916,             0.77722,             0.72339,             0.73042,             0.30672,            0.043456,            0.017455,           0.0094397,           0.0082483,           0.0082483,           0.0082483
                  95,            0.026999,            0.017208,           0.0026913,             0.74993,             0.75329,             0.72771,             0.30535,            0.043098,            0.017423,           0.0096754,           0.0082136,           0.0082136,           0.0082136
                  96,            0.026613,            0.017032,           0.0025357,              0.7543,             0.73714,             0.72042,             0.29817,              0.0433,             0.01752,           0.0097104,           0.0081786,           0.0081786,           0.0081786
                  97,            0.026533,             0.01727,           0.0027025,              0.7407,             0.74758,             0.71843,             0.29508,            0.043523,            0.017648,            0.010274,           0.0081433,           0.0081433,           0.0081433
                  98,            0.026374,            0.017162,           0.0027545,              0.7727,             0.72966,             0.72846,             0.30142,            0.043475,            0.017537,           0.0094471,           0.0081078,           0.0081078,           0.0081078
                  99,             0.02618,            0.016631,           0.0025788,             0.74227,             0.73804,              0.7171,             0.30375,            0.043633,            0.017412,           0.0093493,           0.0080721,           0.0080721,           0.0080721
                 100,            0.025766,            0.016845,           0.0024661,             0.75993,             0.73357,              0.7231,             0.30642,            0.043497,            0.017591,           0.0098209,           0.0080362,           0.0080362,           0.0080362
                 101,            0.025952,            0.016852,           0.0024551,             0.73855,             0.73798,             0.72898,             0.30911,            0.043677,            0.017593,             0.01093,               0.008,               0.008,               0.008
                 102,            0.025517,            0.016226,           0.0026146,             0.76271,             0.72627,             0.72966,             0.30812,            0.043703,            0.017756,            0.010848,           0.0079636,           0.0079636,           0.0079636
                 103,            0.025608,            0.016566,           0.0022648,             0.77738,             0.69605,             0.72214,             0.31274,            0.043606,             0.01785,            0.011152,            0.007927,            0.007927,            0.007927
                 104,            0.025517,            0.016832,           0.0025429,             0.78961,             0.70891,               0.724,             0.30964,             0.04334,            0.017648,             0.01048,           0.0078902,           0.0078902,           0.0078902
                 105,            0.025523,            0.016836,           0.0025342,             0.76073,             0.73374,             0.72957,             0.30878,            0.043484,            0.017597,             0.01054,           0.0078532,           0.0078532,           0.0078532
                 106,            0.025342,            0.016596,           0.0024004,             0.74124,             0.72932,             0.71791,             0.30849,            0.043665,            0.017833,           0.0096858,            0.007816,            0.007816,            0.007816
                 107,            0.025238,            0.016162,           0.0025967,             0.74679,             0.73149,             0.71884,             0.30179,            0.043481,            0.017913,            0.010523,           0.0077785,           0.0077785,           0.0077785
                 108,            0.025135,            0.016683,           0.0025167,                0.79,             0.70935,             0.72776,             0.30744,            0.043707,            0.017921,           0.0099935,           0.0077409,           0.0077409,           0.0077409
                 109,            0.025128,            0.016132,           0.0027113,             0.78132,             0.71134,              0.7148,             0.30262,            0.043459,            0.017976,            0.010089,           0.0077031,           0.0077031,           0.0077031
                 110,            0.025205,            0.016627,           0.0024677,             0.75383,              0.7304,              0.7254,              0.3073,            0.043757,            0.018028,            0.010126,           0.0076651,           0.0076651,           0.0076651
                 111,            0.025108,            0.016565,            0.002468,             0.79326,              0.6941,             0.71901,             0.30957,            0.043382,             0.01796,            0.010505,           0.0076269,           0.0076269,           0.0076269
                 112,            0.024706,            0.016464,           0.0023902,             0.79581,               0.705,              0.7291,             0.31382,            0.043468,             0.01787,            0.010317,           0.0075886,           0.0075886,           0.0075886
                 113,            0.024641,            0.016113,           0.0023959,             0.76916,             0.73526,             0.73006,             0.31497,            0.043214,            0.018097,           0.0098929,           0.0075501,           0.0075501,           0.0075501
                 114,            0.024486,             0.01624,             0.00213,             0.75886,             0.71545,             0.72546,             0.31627,            0.043142,            0.018143,           0.0097817,           0.0075114,           0.0075114,           0.0075114
                 115,            0.024563,            0.016325,           0.0022291,             0.75576,             0.71614,             0.71915,             0.31707,            0.043007,            0.017966,            0.010475,           0.0074725,           0.0074725,           0.0074725
                 116,            0.024337,            0.015787,           0.0019982,             0.75369,             0.74172,             0.71667,             0.31335,            0.043081,            0.018247,            0.010408,           0.0074335,           0.0074335,           0.0074335
                 117,            0.024482,             0.01596,           0.0023069,             0.76643,              0.7588,             0.72787,             0.31791,            0.042854,             0.01783,            0.010459,           0.0073943,           0.0073943,           0.0073943
                 118,            0.024112,            0.015682,           0.0021799,             0.75752,             0.75399,              0.7243,             0.31563,            0.043274,             0.01782,            0.010036,            0.007355,            0.007355,            0.007355
                 119,            0.024049,            0.015965,           0.0021147,             0.75046,             0.75381,              0.7319,             0.31437,            0.043348,            0.017915,             0.01027,           0.0073155,           0.0073155,           0.0073155
                 120,            0.023707,            0.015914,           0.0022463,             0.77412,             0.72493,             0.72898,             0.31213,            0.043222,            0.018163,           0.0099374,           0.0072758,           0.0072758,           0.0072758
                 121,            0.023789,            0.015082,           0.0021945,             0.77094,             0.73632,             0.73103,             0.31003,            0.043234,            0.017978,            0.010352,           0.0072361,           0.0072361,           0.0072361
                 122,            0.023853,            0.015878,           0.0021101,             0.75682,             0.74723,             0.74061,             0.31312,            0.043191,            0.018173,            0.010424,           0.0071962,           0.0071962,           0.0071962
                 123,            0.023842,             0.01589,           0.0019966,             0.77251,             0.72909,             0.74456,             0.31555,            0.043247,            0.018445,            0.010585,           0.0071561,           0.0071561,           0.0071561
                 124,            0.023808,            0.015448,           0.0023896,             0.77237,             0.72897,             0.73095,             0.30961,            0.043268,            0.018306,            0.010608,            0.007116,            0.007116,            0.007116
                 125,            0.023795,            0.015783,           0.0020628,             0.74504,             0.75219,              0.7294,             0.31643,             0.04323,            0.018065,            0.010549,           0.0070757,           0.0070757,           0.0070757
                 126,            0.023419,            0.015506,           0.0021099,             0.79798,             0.71604,             0.74633,             0.32224,            0.042933,            0.018336,            0.010164,           0.0070353,           0.0070353,           0.0070353
                 127,            0.023493,            0.015538,           0.0021073,             0.76367,             0.74477,             0.73977,             0.32176,            0.042907,            0.018305,            0.010321,           0.0069948,           0.0069948,           0.0069948
                 128,            0.023614,            0.015502,           0.0020884,              0.7894,             0.73215,             0.74372,             0.32382,            0.043158,             0.01837,            0.010423,           0.0069541,           0.0069541,           0.0069541
                 129,             0.02342,            0.015287,           0.0021103,             0.76215,             0.73756,             0.73831,              0.3219,            0.043381,            0.018454,           0.0099081,           0.0069134,           0.0069134,           0.0069134
                 130,            0.023136,            0.015152,           0.0021461,             0.79639,             0.72161,              0.7389,             0.32256,            0.043249,            0.018522,           0.0099963,           0.0068726,           0.0068726,           0.0068726
                 131,            0.023191,             0.01502,           0.0020015,             0.78126,             0.71998,             0.72133,             0.31255,              0.0433,            0.018482,            0.010528,           0.0068316,           0.0068316,           0.0068316
                 132,            0.023055,             0.01545,           0.0022115,             0.76165,             0.73064,             0.72145,             0.31628,            0.043054,            0.018514,            0.010183,           0.0067906,           0.0067906,           0.0067906
                 133,            0.023259,             0.01511,           0.0020489,             0.78596,               0.728,              0.7331,             0.31088,            0.043141,             0.01863,           0.0097462,           0.0067495,           0.0067495,           0.0067495
                 134,            0.023227,            0.015738,           0.0020717,             0.77532,             0.73912,             0.73726,             0.31245,            0.043149,            0.018603,           0.0097568,           0.0067083,           0.0067083,           0.0067083
                 135,            0.022869,            0.014885,           0.0023375,             0.79516,             0.69644,             0.72941,             0.31327,            0.043245,            0.018735,            0.010165,           0.0066671,           0.0066671,           0.0066671
                 136,            0.022914,            0.015061,           0.0018765,             0.74564,             0.74749,             0.72997,             0.31528,            0.043114,            0.018647,            0.010193,           0.0066257,           0.0066257,           0.0066257
                 137,            0.022818,             0.01531,           0.0019351,             0.77242,             0.73146,             0.73274,             0.31166,            0.043215,            0.018528,            0.010146,           0.0065843,           0.0065843,           0.0065843
                 138,            0.022653,            0.015255,           0.0018744,              0.7241,             0.76205,             0.72888,             0.31302,            0.043283,            0.018494,            0.010421,           0.0065429,           0.0065429,           0.0065429
                 139,            0.022696,            0.015202,           0.0019335,             0.73586,             0.74747,             0.72364,             0.31171,            0.043198,            0.018564,            0.010749,           0.0065013,           0.0065013,           0.0065013
                 140,            0.022659,            0.014963,           0.0020335,               0.757,             0.73534,             0.72363,             0.31056,            0.043191,            0.018756,            0.011179,           0.0064597,           0.0064597,           0.0064597
                 141,            0.022413,            0.014818,           0.0017857,             0.74097,             0.74748,             0.72508,             0.31198,            0.043295,            0.018841,            0.011427,           0.0064181,           0.0064181,           0.0064181
                 142,            0.022001,            0.014701,            0.001853,             0.73879,             0.74316,             0.73048,             0.31087,            0.043629,            0.019044,            0.010883,           0.0063764,           0.0063764,           0.0063764
                 143,            0.022227,            0.014707,           0.0019288,              0.7367,             0.74689,             0.72358,             0.30974,            0.043477,             0.01892,            0.010875,           0.0063347,           0.0063347,           0.0063347
                 144,            0.022174,            0.014924,           0.0017024,             0.75983,             0.73206,             0.72122,             0.31238,            0.043368,            0.018825,            0.010338,            0.006293,            0.006293,            0.006293
                 145,             0.02211,            0.014867,           0.0018517,             0.75249,             0.74007,             0.72493,             0.31518,            0.043318,            0.018906,           0.0099635,           0.0062512,           0.0062512,           0.0062512
                 146,            0.021937,            0.014549,           0.0017265,             0.76513,             0.72904,              0.7267,             0.31343,            0.043185,            0.019179,            0.010117,           0.0062093,           0.0062093,           0.0062093
                 147,            0.021882,            0.014534,           0.0019184,              0.7764,             0.72136,             0.73384,             0.31515,            0.043071,            0.019169,           0.0099249,           0.0061675,           0.0061675,           0.0061675
                 148,            0.022079,            0.014472,           0.0019023,             0.75334,             0.74214,             0.73606,             0.32028,             0.04288,            0.018989,           0.0098112,           0.0061256,           0.0061256,           0.0061256
                 149,            0.022021,            0.014258,           0.0020451,             0.78144,             0.71097,             0.72949,             0.31463,            0.042883,             0.01901,           0.0099845,           0.0060838,           0.0060838,           0.0060838
                 150,            0.021946,            0.014858,           0.0016014,             0.77019,             0.72085,             0.72904,             0.31447,             0.04306,            0.019011,           0.0098194,           0.0060419,           0.0060419,           0.0060419
                 151,            0.021441,            0.014519,           0.0016131,             0.77378,             0.73721,             0.73594,             0.31684,            0.043108,            0.019065,           0.0098855,               0.006,               0.006,               0.006
                 152,            0.021633,            0.014573,            0.001661,              0.7695,             0.72628,             0.73292,             0.31613,            0.043414,             0.01925,           0.0099773,           0.0059581,           0.0059581,           0.0059581
                 153,            0.021624,            0.014352,           0.0019052,             0.76863,             0.73262,             0.72884,             0.31615,            0.043439,            0.019291,            0.010164,           0.0059162,           0.0059162,           0.0059162
                 154,            0.021417,             0.01429,           0.0018649,             0.76274,              0.7393,             0.72913,             0.31638,            0.043452,            0.019392,            0.010186,           0.0058744,           0.0058744,           0.0058744
                 155,            0.021478,            0.014637,           0.0018059,             0.75114,             0.74597,             0.72709,             0.31527,            0.043433,            0.019452,            0.010313,           0.0058325,           0.0058325,           0.0058325
                 156,            0.021232,            0.014582,            0.001678,             0.74769,             0.75841,             0.73627,             0.31863,            0.043282,            0.019445,             0.01047,           0.0057907,           0.0057907,           0.0057907
                 157,            0.021488,            0.014727,           0.0019021,             0.73121,             0.75427,              0.7228,             0.31718,            0.043297,            0.019408,            0.010577,           0.0057488,           0.0057488,           0.0057488
                 158,            0.021376,             0.01452,           0.0017221,             0.74161,              0.7415,             0.72048,             0.31501,            0.043225,            0.019355,            0.010471,            0.005707,            0.005707,            0.005707
                 159,            0.021218,            0.014051,           0.0016446,             0.75272,             0.72573,             0.71942,             0.31541,            0.043275,            0.019379,            0.010539,           0.0056653,           0.0056653,           0.0056653
