               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  22,            0.041696,             0.02515,           0.0097812,             0.77415,             0.73324,             0.76177,             0.31928,              0.0424,            0.014718,            0.010515,           0.0099037,           0.0099037,           0.0099037
                  23,            0.041321,            0.024018,            0.009246,             0.74979,             0.73777,             0.76146,             0.31702,            0.042891,            0.015134,            0.011861,           0.0098943,           0.0098943,           0.0098943
                  24,            0.040979,            0.024822,           0.0094753,             0.75826,             0.72285,             0.76049,             0.31746,            0.042557,            0.015068,            0.011586,           0.0098845,           0.0098845,           0.0098845
                  25,            0.040688,            0.023979,            0.008942,             0.79863,             0.70528,             0.75889,             0.30844,            0.042851,            0.014943,            0.010727,           0.0098743,           0.0098743,           0.0098743
                  26,            0.040681,            0.024303,           0.0088379,             0.77416,             0.71398,             0.75155,             0.31334,            0.042358,            0.014868,            0.013952,           0.0098637,           0.0098637,           0.0098637
                  27,            0.040194,            0.024164,           0.0089016,             0.77888,              0.7081,             0.75191,             0.30846,            0.042792,            0.015075,            0.010911,           0.0098527,           0.0098527,           0.0098527
                  28,            0.040086,            0.023825,           0.0087193,             0.80373,              0.7044,             0.77357,             0.32036,            0.042861,            0.014731,            0.010701,           0.0098412,           0.0098412,           0.0098412
                  29,            0.040214,            0.024092,           0.0085272,             0.78504,             0.74329,             0.77689,             0.32902,            0.042112,             0.01482,            0.010846,           0.0098293,           0.0098293,           0.0098293
                  30,            0.039824,            0.023655,           0.0083392,             0.79208,             0.73027,             0.78428,             0.33818,            0.041803,            0.014874,            0.010638,            0.009817,            0.009817,            0.009817
                  31,            0.039716,            0.023366,           0.0079506,             0.76261,             0.70338,             0.73892,              0.2984,            0.043871,            0.015124,            0.011807,           0.0098042,           0.0098042,           0.0098042
                  32,            0.039519,            0.023361,           0.0078722,             0.78012,              0.7108,             0.75881,             0.32096,            0.042711,            0.015295,            0.010949,           0.0097911,           0.0097911,           0.0097911
                  33,            0.039807,            0.023433,           0.0081608,             0.75609,             0.71452,             0.74001,             0.30353,            0.042948,             0.01522,            0.010983,           0.0097775,           0.0097775,           0.0097775
                  34,            0.039359,            0.023561,           0.0078086,             0.80652,             0.72039,             0.78271,             0.32686,            0.042117,            0.015001,            0.011052,           0.0097635,           0.0097635,           0.0097635
                  35,             0.03925,             0.02325,           0.0077707,             0.74569,              0.7306,             0.75171,             0.31253,            0.042559,              0.0151,            0.013058,           0.0097491,           0.0097491,           0.0097491
                  36,            0.038719,            0.022705,           0.0071849,             0.76058,             0.70926,             0.75262,             0.31442,            0.042297,            0.015098,            0.012081,           0.0097343,           0.0097343,           0.0097343
                  37,            0.038825,            0.023339,           0.0073533,             0.76893,              0.7172,             0.74596,             0.31493,            0.042819,            0.015189,            0.011659,           0.0097191,           0.0097191,           0.0097191
                  38,            0.038715,            0.022835,           0.0072809,              0.7598,             0.72858,             0.76544,             0.32301,            0.043047,            0.015058,            0.012161,           0.0097035,           0.0097035,           0.0097035
                  39,            0.038918,            0.023179,           0.0068389,             0.74919,             0.73049,             0.73475,             0.30254,            0.042746,            0.014982,            0.012371,           0.0096875,           0.0096875,           0.0096875
                  40,            0.038252,             0.02343,           0.0068567,             0.73934,             0.72964,             0.75588,             0.32508,            0.043086,            0.014955,            0.012587,            0.009671,            0.009671,            0.009671
                  41,            0.038353,            0.023254,           0.0067892,             0.80288,             0.73188,             0.76278,             0.32337,            0.042129,            0.014996,            0.010729,           0.0096542,           0.0096542,           0.0096542
                  42,            0.038002,            0.022833,           0.0068043,             0.76259,             0.72834,             0.74994,              0.3123,            0.042325,            0.014989,            0.012262,           0.0096369,           0.0096369,           0.0096369
                  43,            0.038286,            0.022761,           0.0067009,             0.76692,             0.75007,             0.78055,             0.33727,             0.04236,            0.015041,            0.011815,           0.0096193,           0.0096193,           0.0096193
                  44,             0.03787,            0.022598,           0.0065229,             0.77122,             0.76171,              0.7822,             0.32759,             0.04276,            0.014924,            0.010714,           0.0096013,           0.0096013,           0.0096013
                  45,            0.037663,             0.02238,           0.0065357,             0.81083,             0.75129,             0.79285,             0.33809,            0.042288,            0.014857,            0.011213,           0.0095828,           0.0095828,           0.0095828
                  46,            0.037514,               0.023,           0.0068309,             0.77165,             0.73203,             0.75687,             0.32316,            0.042548,            0.015087,            0.012032,            0.009564,            0.009564,            0.009564
                  47,            0.037149,            0.022022,           0.0063901,             0.77585,             0.75693,             0.77679,             0.33078,            0.042391,            0.014848,             0.01151,           0.0095448,           0.0095448,           0.0095448
                  48,            0.037494,            0.022198,           0.0060442,             0.83272,             0.68733,             0.77032,             0.32486,            0.042433,            0.015102,             0.01152,           0.0095252,           0.0095252,           0.0095252
                  49,            0.037453,            0.022579,           0.0061793,             0.76156,             0.77475,             0.76755,             0.32226,            0.042301,            0.014952,            0.010968,           0.0095052,           0.0095052,           0.0095052
                  50,            0.036907,            0.022141,           0.0061056,             0.79281,             0.75682,             0.78149,              0.3356,            0.042505,            0.015059,            0.011293,           0.0094849,           0.0094849,           0.0094849
                  51,            0.036944,            0.022014,           0.0060706,             0.77314,             0.75951,             0.77972,             0.33403,            0.042858,            0.015289,            0.011546,           0.0094641,           0.0094641,           0.0094641
                  52,            0.036699,            0.021772,           0.0063455,             0.78937,              0.7369,             0.78594,             0.33963,             0.04214,            0.014949,             0.01132,            0.009443,            0.009443,            0.009443
                  53,            0.036382,            0.021826,           0.0059933,             0.78557,             0.74436,             0.77557,             0.33021,            0.042284,            0.015116,            0.010967,           0.0094215,           0.0094215,           0.0094215
                  54,            0.036978,            0.022244,           0.0057773,             0.77814,             0.72883,             0.75352,              0.3161,            0.043172,            0.015175,            0.012136,           0.0093996,           0.0093996,           0.0093996
                  55,            0.036257,            0.022572,           0.0054694,             0.77794,              0.7563,             0.77934,             0.33628,            0.042772,            0.014974,            0.011712,           0.0093773,           0.0093773,           0.0093773
                  56,            0.036504,            0.021971,           0.0057903,              0.7948,             0.73215,              0.7866,             0.33991,            0.042255,            0.014932,            0.011322,           0.0093547,           0.0093547,           0.0093547
                  57,            0.036261,            0.022012,           0.0054183,             0.78952,             0.73258,             0.77348,             0.33011,            0.042102,            0.015091,            0.011743,           0.0093317,           0.0093317,           0.0093317
                  58,            0.036238,            0.021998,           0.0053923,             0.82564,              0.7217,             0.78375,             0.33352,            0.042036,            0.015183,            0.011363,           0.0093083,           0.0093083,           0.0093083
                  59,            0.035993,            0.021867,           0.0056076,             0.78319,             0.76588,             0.77483,             0.33724,            0.042063,            0.014956,            0.010947,           0.0092846,           0.0092846,           0.0092846
                  60,            0.035962,            0.021127,           0.0054979,             0.77994,             0.75685,             0.77905,             0.34135,            0.042381,            0.014927,             0.01235,           0.0092605,           0.0092605,           0.0092605
                  61,            0.036108,            0.021838,           0.0056901,             0.79497,               0.735,             0.77127,             0.33293,            0.042899,              0.0151,            0.010956,           0.0092361,           0.0092361,           0.0092361
                  62,            0.035256,              0.0215,           0.0052999,             0.79192,             0.72866,             0.76366,             0.33573,            0.042471,            0.015194,            0.012527,           0.0092113,           0.0092113,           0.0092113
                  63,            0.036062,            0.021533,           0.0054111,             0.77711,              0.7676,             0.79032,              0.3349,            0.043098,             0.01528,             0.01017,           0.0091861,           0.0091861,           0.0091861
                  64,            0.035586,            0.021484,           0.0055006,             0.78975,             0.72826,             0.76563,             0.32217,            0.043044,            0.015205,            0.012105,           0.0091606,           0.0091606,           0.0091606
                  65,            0.035537,            0.021373,           0.0055501,              0.7687,             0.75632,             0.77597,             0.33023,            0.042983,             0.01541,            0.011416,           0.0091348,           0.0091348,           0.0091348
                  66,            0.035206,            0.021587,             0.00543,             0.76894,             0.75577,             0.76678,             0.33789,            0.042324,            0.015157,              0.0114,           0.0091086,           0.0091086,           0.0091086
                  67,            0.035334,            0.021609,           0.0052913,             0.76821,             0.75687,             0.76318,              0.3331,            0.042449,            0.015063,            0.011146,           0.0090821,           0.0090821,           0.0090821
                  68,            0.035056,            0.021852,           0.0048317,             0.77924,             0.75163,             0.78317,             0.33276,            0.042912,             0.01517,            0.011324,           0.0090552,           0.0090552,           0.0090552
                  69,            0.034627,            0.021405,           0.0051616,             0.81301,             0.73855,             0.78095,             0.34115,            0.042371,            0.015281,            0.011736,            0.009028,            0.009028,            0.009028
                  70,            0.034853,            0.021373,           0.0049217,             0.82268,             0.71259,              0.7609,             0.32523,            0.042682,            0.015404,            0.012775,           0.0090004,           0.0090004,           0.0090004
                  71,             0.03474,            0.020955,           0.0050527,             0.77418,             0.75917,             0.77262,             0.33186,             0.04248,            0.015229,            0.012403,           0.0089726,           0.0089726,           0.0089726
                  72,            0.034326,            0.020914,           0.0050465,             0.81893,             0.74849,             0.78772,             0.33059,             0.04261,            0.015402,            0.012083,           0.0089444,           0.0089444,           0.0089444
                  73,            0.034483,            0.020948,           0.0047674,             0.81054,             0.77656,             0.79498,             0.34651,            0.041794,              0.0151,            0.011515,           0.0089159,           0.0089159,           0.0089159
                  74,            0.034363,             0.02154,           0.0049167,             0.78935,             0.74071,             0.76233,             0.31958,            0.043152,            0.015276,            0.011887,            0.008887,            0.008887,            0.008887
                  75,            0.034143,            0.020774,           0.0047095,             0.82812,             0.74594,             0.78843,              0.3315,            0.042385,            0.015379,            0.011777,           0.0088579,           0.0088579,           0.0088579
                  76,            0.034114,            0.020914,           0.0046938,             0.78827,              0.7633,             0.78009,             0.32921,            0.042612,            0.015317,            0.011642,           0.0088284,           0.0088284,           0.0088284
                  77,            0.034132,            0.020845,           0.0048389,             0.81361,              0.7516,             0.79611,             0.34892,            0.042182,            0.015052,             0.01162,           0.0087987,           0.0087987,           0.0087987
                  78,            0.033957,             0.02101,           0.0045817,              0.8026,              0.7363,             0.78271,             0.33312,            0.042664,             0.01533,            0.012128,           0.0087686,           0.0087686,           0.0087686
                  79,            0.033847,            0.021242,           0.0049055,             0.79532,             0.76764,             0.78568,             0.34386,            0.042181,            0.015387,            0.011703,           0.0087382,           0.0087382,           0.0087382
                  80,              0.0338,            0.020839,           0.0049038,             0.80514,              0.7334,             0.78224,             0.32926,            0.042958,            0.015091,            0.012272,           0.0087075,           0.0087075,           0.0087075
                  81,             0.03354,            0.020375,           0.0047478,             0.81091,             0.74853,             0.79032,               0.341,            0.042467,            0.015239,            0.011547,           0.0086765,           0.0086765,           0.0086765
                  82,            0.033444,            0.020457,           0.0044419,             0.78364,             0.75534,             0.77512,              0.3414,             0.04224,            0.015232,            0.012216,           0.0086452,           0.0086452,           0.0086452
                  83,            0.033434,            0.020168,           0.0044214,              0.8205,             0.74332,             0.78069,             0.34119,            0.042703,            0.015221,            0.012388,           0.0086137,           0.0086137,           0.0086137
                  84,            0.033482,            0.020156,           0.0046957,              0.7911,             0.77015,             0.79261,             0.33503,            0.042587,            0.015208,            0.011792,           0.0085818,           0.0085818,           0.0085818
                  85,            0.033424,            0.020441,           0.0042597,             0.76131,             0.77106,              0.7744,              0.3366,            0.042619,            0.015258,            0.011695,           0.0085497,           0.0085497,           0.0085497
                  86,            0.032997,            0.020202,            0.004442,             0.81886,             0.74572,              0.7809,             0.34129,            0.042686,            0.015402,            0.012475,           0.0085173,           0.0085173,           0.0085173
                  87,            0.033089,            0.020673,           0.0044688,             0.78603,             0.75208,             0.77561,             0.33476,            0.042949,            0.015366,            0.013721,           0.0084846,           0.0084846,           0.0084846
                  88,            0.033304,             0.02087,           0.0045361,             0.78318,             0.76777,             0.78376,             0.34541,             0.04258,            0.015513,            0.012371,           0.0084516,           0.0084516,           0.0084516
                  89,            0.032517,            0.020069,            0.004291,             0.76713,             0.75237,             0.77009,             0.33357,            0.042908,             0.01549,            0.012042,           0.0084184,           0.0084184,           0.0084184
                  90,             0.03235,            0.019811,           0.0041714,             0.77505,             0.74728,             0.76559,             0.33359,            0.042919,            0.015525,            0.013296,           0.0083849,           0.0083849,           0.0083849
                  91,            0.032849,            0.020461,           0.0042517,             0.78377,             0.75514,              0.7703,             0.33742,            0.042206,            0.015526,            0.013289,           0.0083511,           0.0083511,           0.0083511
                  92,            0.032197,            0.019804,           0.0042186,             0.81328,             0.75267,              0.7826,             0.33803,            0.042426,             0.01564,            0.011743,           0.0083171,           0.0083171,           0.0083171
                  93,            0.032514,            0.019943,            0.004372,             0.78829,             0.76462,             0.77713,             0.33856,            0.042215,            0.015483,            0.012319,           0.0082829,           0.0082829,           0.0082829
                  94,            0.032355,            0.019811,           0.0041774,             0.79456,             0.75882,             0.77898,             0.33813,            0.042391,            0.015732,            0.011743,           0.0082483,           0.0082483,           0.0082483
                  95,            0.032355,            0.020076,           0.0040996,              0.8083,             0.76474,             0.78999,             0.34123,            0.042362,            0.015546,            0.011205,           0.0082136,           0.0082136,           0.0082136
                  96,            0.032173,            0.019941,           0.0041173,             0.82001,             0.76333,             0.78745,             0.34768,            0.042235,            0.015447,            0.012112,           0.0081786,           0.0081786,           0.0081786
                  97,            0.032196,            0.019893,           0.0042845,             0.78214,             0.75598,             0.77658,             0.33564,             0.04259,            0.015535,            0.012515,           0.0081433,           0.0081433,           0.0081433
                  98,            0.031872,            0.019554,           0.0042276,             0.79943,             0.76295,             0.78349,             0.33647,            0.042614,            0.015569,            0.013045,           0.0081078,           0.0081078,           0.0081078
                  99,            0.031849,            0.020191,           0.0041495,             0.80958,             0.76311,             0.79306,             0.34225,            0.042092,            0.015508,            0.012558,           0.0080721,           0.0080721,           0.0080721
                 100,            0.031753,             0.01966,           0.0038419,             0.79763,             0.77241,             0.78972,             0.33962,             0.04258,              0.0157,            0.012656,           0.0080362,           0.0080362,           0.0080362
                 101,            0.031607,            0.020129,            0.003983,             0.76459,             0.77506,             0.78331,             0.33462,             0.04283,            0.015757,            0.012479,               0.008,               0.008,               0.008
                 102,            0.031832,            0.019888,           0.0038054,             0.79025,              0.7725,             0.79486,             0.34111,            0.042772,            0.015549,            0.011835,           0.0079636,           0.0079636,           0.0079636
                 103,            0.031271,            0.019615,           0.0038698,             0.79889,             0.78244,             0.79876,             0.34947,            0.042397,            0.015683,            0.011867,            0.007927,            0.007927,            0.007927
                 104,            0.031091,            0.019119,           0.0040955,             0.80112,              0.7745,             0.79984,             0.34626,            0.042601,            0.015661,            0.011739,           0.0078902,           0.0078902,           0.0078902
                 105,            0.031553,            0.020095,           0.0040396,             0.84461,             0.75364,             0.79937,             0.34494,            0.042878,            0.015705,            0.012202,           0.0078532,           0.0078532,           0.0078532
                 106,            0.031297,            0.019316,           0.0038392,             0.80592,             0.78634,             0.79605,             0.34933,            0.042382,            0.015646,            0.011944,            0.007816,            0.007816,            0.007816
                 107,            0.031007,            0.019567,           0.0035766,             0.79977,             0.76888,             0.78686,             0.34986,            0.042409,            0.015831,            0.012542,           0.0077785,           0.0077785,           0.0077785
                 108,            0.030805,            0.019674,           0.0040127,             0.81122,             0.75438,             0.78234,             0.34581,            0.042407,            0.015755,            0.011896,           0.0077409,           0.0077409,           0.0077409
                 109,            0.030842,            0.018802,           0.0039468,             0.80593,             0.75522,             0.78873,             0.33801,            0.042487,            0.015848,            0.012057,           0.0077031,           0.0077031,           0.0077031
                 110,            0.031237,            0.019087,            0.003923,             0.79335,             0.76604,             0.78121,             0.33839,             0.04286,             0.01574,            0.011914,           0.0076651,           0.0076651,           0.0076651
                 111,            0.030716,            0.019202,           0.0039656,              0.8079,             0.74942,             0.78157,             0.33678,             0.04288,            0.015954,             0.01214,           0.0076269,           0.0076269,           0.0076269
                 112,            0.030824,            0.018973,           0.0037275,             0.81939,              0.7547,             0.78626,             0.34833,             0.04235,            0.015765,            0.012517,           0.0075886,           0.0075886,           0.0075886
                 113,            0.030627,            0.018953,            0.003959,             0.82713,             0.75282,             0.78702,             0.34207,            0.042593,            0.015854,            0.012196,           0.0075501,           0.0075501,           0.0075501
                 114,            0.030644,            0.018989,           0.0041795,             0.79064,             0.78324,             0.79011,              0.3442,            0.042673,            0.015846,            0.011252,           0.0075114,           0.0075114,           0.0075114
                 115,            0.030675,            0.018871,           0.0038515,             0.81986,             0.76476,              0.7912,             0.34944,            0.042704,            0.015897,            0.011864,           0.0074725,           0.0074725,           0.0074725
                 116,            0.030213,            0.018702,           0.0037511,             0.84662,             0.72813,             0.78921,             0.35414,            0.042336,             0.01602,            0.011583,           0.0074335,           0.0074335,           0.0074335
                 117,            0.030266,            0.018698,           0.0036611,             0.79928,             0.76846,             0.79444,             0.35409,             0.04248,             0.01589,            0.012503,           0.0073943,           0.0073943,           0.0073943
                 118,            0.030468,             0.01897,           0.0038531,              0.8147,             0.76841,             0.79164,             0.35409,            0.042596,            0.015784,            0.012054,            0.007355,            0.007355,            0.007355
                 119,            0.030108,            0.018363,           0.0033674,             0.82619,             0.74724,              0.7835,             0.35043,            0.042667,              0.0158,            0.012663,           0.0073155,           0.0073155,           0.0073155
                 120,            0.030091,            0.018645,           0.0037513,             0.82588,             0.71757,             0.77566,             0.34771,            0.042838,              0.0158,            0.012686,           0.0072758,           0.0072758,           0.0072758
                 121,            0.030248,            0.018606,           0.0037147,             0.81958,             0.74379,             0.79157,             0.35164,            0.042747,            0.015819,            0.012616,           0.0072361,           0.0072361,           0.0072361
                 122,            0.029783,             0.01904,           0.0035367,             0.79752,             0.76385,             0.78202,             0.34399,            0.042947,            0.016014,            0.012796,           0.0071962,           0.0071962,           0.0071962
                 123,            0.029956,            0.018802,           0.0035905,             0.79199,             0.77072,             0.78599,             0.34644,            0.043021,            0.015892,            0.012223,           0.0071561,           0.0071561,           0.0071561
                 124,                0.03,            0.019046,           0.0034157,             0.81675,             0.76588,             0.78494,             0.35122,            0.042771,            0.016052,            0.012749,            0.007116,            0.007116,            0.007116
                 125,            0.029628,            0.018547,           0.0034108,              0.8073,             0.76832,             0.78738,             0.34251,            0.042741,            0.016045,            0.012323,           0.0070757,           0.0070757,           0.0070757
                 126,            0.029781,            0.018692,           0.0036483,             0.80959,             0.74757,             0.78016,              0.3427,            0.042652,            0.015998,            0.012888,           0.0070353,           0.0070353,           0.0070353
                 127,            0.029986,            0.019094,           0.0037193,             0.82087,             0.75422,             0.79101,             0.34446,             0.04259,            0.015937,            0.012546,           0.0069948,           0.0069948,           0.0069948
                 128,            0.029583,            0.018385,           0.0036398,             0.81491,             0.75918,             0.78895,             0.33959,            0.042831,            0.015965,            0.011982,           0.0069541,           0.0069541,           0.0069541
                 129,              0.0295,            0.018673,           0.0035222,             0.80626,             0.76017,             0.79256,              0.3451,             0.04282,            0.015997,            0.011607,           0.0069134,           0.0069134,           0.0069134
                 130,            0.029371,            0.018451,           0.0036886,             0.82602,             0.73997,             0.77489,             0.33749,            0.042999,            0.016109,             0.01158,           0.0068726,           0.0068726,           0.0068726
                 131,            0.029091,            0.018664,           0.0033365,             0.80142,             0.76608,             0.78107,             0.33878,            0.042892,            0.016171,            0.012009,           0.0068316,           0.0068316,           0.0068316
                 132,            0.029074,            0.018391,           0.0033307,             0.82377,             0.76502,             0.79697,             0.34781,             0.04249,            0.016069,            0.012176,           0.0067906,           0.0067906,           0.0067906
                 133,             0.02885,            0.018598,           0.0033802,             0.82039,             0.76529,             0.79824,             0.34729,            0.042628,            0.016204,            0.011991,           0.0067495,           0.0067495,           0.0067495
                 134,            0.029207,            0.018266,           0.0035573,             0.78923,             0.77937,             0.78772,             0.34012,            0.042899,            0.016199,            0.012435,           0.0067083,           0.0067083,           0.0067083
                 135,            0.028835,            0.017924,           0.0032474,             0.81638,             0.75428,             0.78525,             0.33358,            0.043033,             0.01627,            0.012323,           0.0066671,           0.0066671,           0.0066671
                 136,            0.029055,            0.018575,           0.0033451,              0.8024,             0.77293,             0.78787,             0.34408,            0.042811,            0.016216,            0.012091,           0.0066257,           0.0066257,           0.0066257
                 137,             0.02868,            0.018067,           0.0031434,             0.79175,             0.76911,             0.78085,              0.3418,            0.043103,            0.016237,            0.012313,           0.0065843,           0.0065843,           0.0065843
                 138,            0.028782,            0.018209,           0.0030551,             0.79702,             0.77054,             0.78775,             0.34419,            0.042893,            0.016093,             0.01201,           0.0065429,           0.0065429,           0.0065429
                 139,            0.028297,             0.01802,             0.00324,             0.80838,             0.76767,             0.78564,             0.34229,            0.042956,            0.016097,            0.012029,           0.0065013,           0.0065013,           0.0065013
                 140,            0.028403,             0.01793,           0.0031185,             0.81836,                0.76,             0.78088,              0.3448,            0.043038,            0.016183,            0.012173,           0.0064597,           0.0064597,           0.0064597
                 141,            0.028261,            0.018139,           0.0031913,             0.82449,             0.75142,             0.77673,             0.34458,            0.042941,            0.016242,            0.012429,           0.0064181,           0.0064181,           0.0064181
                 142,            0.028484,            0.018092,           0.0031557,             0.80143,             0.76564,             0.78214,             0.34314,            0.042838,            0.016261,            0.012825,           0.0063764,           0.0063764,           0.0063764
                 143,             0.02811,            0.017691,           0.0029987,             0.81997,              0.7591,             0.78568,              0.3411,            0.042887,            0.016269,            0.011918,           0.0063347,           0.0063347,           0.0063347
                 144,            0.027956,            0.017878,           0.0029673,             0.81328,             0.76093,             0.77989,             0.33756,            0.042919,            0.016301,            0.011879,            0.006293,            0.006293,            0.006293
                 145,            0.028466,             0.01792,           0.0033554,             0.80984,             0.76688,             0.78443,             0.34892,            0.042674,            0.016301,             0.01159,           0.0062512,           0.0062512,           0.0062512
                 146,            0.028275,            0.017763,           0.0029031,             0.81936,             0.75388,              0.7798,             0.34576,            0.042819,            0.016349,            0.011827,           0.0062093,           0.0062093,           0.0062093
                 147,            0.028142,             0.01802,           0.0029043,             0.82097,             0.75169,             0.78407,             0.34422,             0.04291,            0.016294,            0.012244,           0.0061675,           0.0061675,           0.0061675
                 148,            0.027921,            0.017576,           0.0026854,             0.79719,             0.77399,             0.78088,              0.3433,            0.043009,            0.016313,            0.012094,           0.0061256,           0.0061256,           0.0061256
                 149,            0.027741,            0.017656,           0.0029904,             0.80428,             0.76212,             0.78468,             0.34416,            0.043069,             0.01633,            0.012711,           0.0060838,           0.0060838,           0.0060838
                 150,            0.027646,            0.017627,           0.0031485,             0.81702,             0.73943,             0.77447,              0.3409,            0.043116,            0.016375,            0.012945,           0.0060419,           0.0060419,           0.0060419
                 151,             0.02771,            0.017668,           0.0030844,             0.81182,             0.74086,              0.7726,             0.34304,            0.043112,            0.016381,            0.012688,               0.006,               0.006,               0.006
                 152,            0.027612,            0.017957,           0.0030757,             0.82129,             0.75126,             0.78428,             0.34699,            0.042928,            0.016363,            0.012171,           0.0059581,           0.0059581,           0.0059581
                 153,            0.027482,            0.017492,           0.0029528,             0.80783,             0.76191,             0.78565,             0.34879,            0.043023,             0.01636,            0.012019,           0.0059162,           0.0059162,           0.0059162
                 154,            0.027252,            0.017661,           0.0027735,             0.81613,             0.75692,             0.78401,             0.34721,            0.043068,            0.016367,            0.012136,           0.0058744,           0.0058744,           0.0058744
                 155,            0.026946,             0.01717,           0.0027736,             0.80017,              0.7653,             0.78697,             0.34666,             0.04315,            0.016463,             0.01228,           0.0058325,           0.0058325,           0.0058325
                 156,            0.027347,            0.017436,           0.0027246,             0.79345,              0.7738,             0.78779,             0.34549,            0.043036,              0.0165,            0.012077,           0.0057907,           0.0057907,           0.0057907
                 157,            0.027501,            0.017675,           0.0028802,              0.8233,              0.7565,             0.79279,             0.34868,            0.042888,            0.016517,            0.011753,           0.0057488,           0.0057488,           0.0057488
                 158,            0.027108,            0.016857,           0.0028512,             0.82873,             0.76144,             0.78951,             0.34717,            0.042835,            0.016539,            0.012077,            0.005707,            0.005707,            0.005707
                 159,            0.026873,            0.017254,           0.0028886,             0.82389,             0.77006,             0.79177,             0.34855,            0.042866,            0.016531,            0.011935,           0.0056653,           0.0056653,           0.0056653
                 160,            0.026922,            0.017248,           0.0027074,             0.80735,             0.77364,             0.79068,             0.34698,            0.042947,            0.016618,            0.011924,           0.0056236,           0.0056236,           0.0056236
